sourceId,sourcePath,sourceVersion,historical,sourceSection,sourceBlock,markdownPath,sourceSha256
VRC,reference/Portable_Hosting_Delivery_Kits_v1_1/02_Engineering/Vendor_Realization_Cards.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"7. Support tuple, variations and evidence checklist",67,docs/engineering/vendor-cards/7-support-tuple-variations-and-evidence-checklist.md,5e453a432a4b6c5af7d75ba266945bdb9e01118757cbeec1e15d81f92be32ab0
IK,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Implementation_Kit.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,1. Implementation workplan and required inputs,18,docs/implementation/delivery-guide/1-implementation-workplan-and-required-inputs.md,b16b8843bfbafd1b417d611903f5b8038f4794efd4f22c995bee1cb36f9ebb41
IK,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Implementation_Kit.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"2. Work packages, dependencies and authority",25,docs/implementation/delivery-guide/2-work-packages-dependencies-and-authority.md,b16b8843bfbafd1b417d611903f5b8038f4794efd4f22c995bee1cb36f9ebb41
IK,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Implementation_Kit.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"3. Staging, bootstrap and physical commissioning",32,docs/implementation/delivery-guide/3-staging-bootstrap-and-physical-commissioning.md,b16b8843bfbafd1b417d611903f5b8038f4794efd4f22c995bee1cb36f9ebb41
IK,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Implementation_Kit.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,4. Native platform commissioning tracks,39,docs/implementation/delivery-guide/4-native-platform-commissioning-tracks.md,b16b8843bfbafd1b417d611903f5b8038f4794efd4f22c995bee1cb36f9ebb41
IK,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Implementation_Kit.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"5. Shared security, services and protection",50,docs/implementation/delivery-guide/5-shared-security-services-and-protection.md,b16b8843bfbafd1b417d611903f5b8038f4794efd4f22c995bee1cb36f9ebb41
IK,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Implementation_Kit.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,6. Restricted qualification and meaningful observations,57,docs/implementation/delivery-guide/6-restricted-qualification-and-meaningful-observations.md,b16b8843bfbafd1b417d611903f5b8038f4794efd4f22c995bee1cb36f9ebb41
IK,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Implementation_Kit.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,7. Tenant provisioning and controlled production activation,65,docs/implementation/delivery-guide/7-tenant-provisioning-and-controlled-production-activation.md,b16b8843bfbafd1b417d611903f5b8038f4794efd4f22c995bee1cb36f9ebb41
IK,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Implementation_Kit.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"8. Interrupted work, brownfield adoption and change",72,docs/implementation/delivery-guide/8-interrupted-work-brownfield-adoption-and-change.md,b16b8843bfbafd1b417d611903f5b8038f4794efd4f22c995bee1cb36f9ebb41
IK,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Implementation_Kit.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"9. Operational handover, recovery, migration and retirement",80,docs/implementation/delivery-guide/9-operational-handover-recovery-migration-and-retirement.md,b16b8843bfbafd1b417d611903f5b8038f4794efd4f22c995bee1cb36f9ebb41
IT,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/MOP_Test_and_Handover_Template.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,1. Change and method-of-procedure cover,17,docs/templates/implementation-mop/1-change-and-method-of-procedure-cover.md,9a7dd8df4a5abf6482f206cae2d074444ac6fa812bbe4bace970a4de059da370
IT,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/MOP_Test_and_Handover_Template.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,2. Repeatable execution-step record,24,docs/templates/implementation-mop/2-repeatable-execution-step-record.md,9a7dd8df4a5abf6482f206cae2d074444ac6fa812bbe4bace970a4de059da370
IT,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/MOP_Test_and_Handover_Template.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"3. As-built, deviation and defect record",31,docs/templates/implementation-mop/3-as-built-deviation-and-defect-record.md,9a7dd8df4a5abf6482f206cae2d074444ac6fa812bbe4bace970a4de059da370
IT,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/MOP_Test_and_Handover_Template.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,4. Test procedure and actual execution record,38,docs/templates/implementation-mop/4-test-procedure-and-actual-execution-record.md,9a7dd8df4a5abf6482f206cae2d074444ac6fa812bbe4bace970a4de059da370
IT,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/MOP_Test_and_Handover_Template.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,5. Recovery exercise and data acceptance,45,docs/templates/implementation-mop/5-recovery-exercise-and-data-acceptance.md,9a7dd8df4a5abf6482f206cae2d074444ac6fa812bbe4bace970a4de059da370
IT,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/MOP_Test_and_Handover_Template.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,6. Operational handover and initial readiness,52,docs/templates/implementation-mop/6-operational-handover-and-initial-readiness.md,9a7dd8df4a5abf6482f206cae2d074444ac6fa812bbe4bace970a4de059da370
IT,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/MOP_Test_and_Handover_Template.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,7. Gate decision and production activation,59,docs/templates/implementation-mop/7-gate-decision-and-production-activation.md,9a7dd8df4a5abf6482f206cae2d074444ac6fa812bbe4bace970a4de059da370
IT,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/MOP_Test_and_Handover_Template.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"8. Migration, retirement and retained data",66,docs/templates/implementation-mop/8-migration-retirement-and-retained-data.md,9a7dd8df4a5abf6482f206cae2d074444ac6fa812bbe4bace970a4de059da370
OPS,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Operations_Recovery_and_Transition_Playbook.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,1. Operate service outcomes rather than isolated components,17,docs/operations/recovery-transition/1-operate-service-outcomes-rather-than-isolated-components.md,d935614ed1639f56859dfe29bc226af4cfced35bafeb7d544440577ddaa95a09
OPS,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Operations_Recovery_and_Transition_Playbook.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,2. Specify dependency loss before it becomes an incident,26,docs/operations/recovery-transition/2-specify-dependency-loss-before-it-becomes-an-incident.md,d935614ed1639f56859dfe29bc226af4cfced35bafeb7d544440577ddaa95a09
OPS,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Operations_Recovery_and_Transition_Playbook.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,3. Run maintenance and recover interrupted changes,35,docs/operations/recovery-transition/3-run-maintenance-and-recover-interrupted-changes.md,d935614ed1639f56859dfe29bc226af4cfced35bafeb7d544440577ddaa95a09
OPS,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Operations_Recovery_and_Transition_Playbook.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,4. Recover the service in dependency order,45,docs/operations/recovery-transition/4-recover-the-service-in-dependency-order.md,d935614ed1639f56859dfe29bc226af4cfced35bafeb7d544440577ddaa95a09
OPS,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Operations_Recovery_and_Transition_Playbook.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,5. Calculate the recovery critical path and data point,54,docs/operations/recovery-transition/5-calculate-the-recovery-critical-path-and-data-point.md,d935614ed1639f56859dfe29bc226af4cfced35bafeb7d544440577ddaa95a09
OPS,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Operations_Recovery_and_Transition_Playbook.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,6. Migrate and fail back without conflicting writers,66,docs/operations/recovery-transition/6-migrate-and-fail-back-without-conflicting-writers.md,d935614ed1639f56859dfe29bc226af4cfced35bafeb7d544440577ddaa95a09
OPS,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Operations_Recovery_and_Transition_Playbook.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,7. Retire live service separately from retained data,76,docs/operations/recovery-transition/7-retire-live-service-separately-from-retained-data.md,d935614ed1639f56859dfe29bc226af4cfced35bafeb7d544440577ddaa95a09
OPS,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Operations_Recovery_and_Transition_Playbook.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,8. Accept operational responsibility for the delivered scope,86,docs/operations/recovery-transition/8-accept-operational-responsibility-for-the-delivered-scope.md,d935614ed1639f56859dfe29bc226af4cfced35bafeb7d544440577ddaa95a09
QCP,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Qualification_Campaign_and_Evidence_Procedures.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,1. Select the qualification scope and acceptance claim,17,docs/assurance/qualification-campaign/1-select-the-qualification-scope-and-acceptance-claim.md,910b84a7b1772f27a456df31a09a96878a72e0f66c8f38cb7e5daaf79254007c
QCP,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Qualification_Campaign_and_Evidence_Procedures.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,2. Size and control the qualification fixture,27,docs/assurance/qualification-campaign/2-size-and-control-the-qualification-fixture.md,910b84a7b1772f27a456df31a09a96878a72e0f66c8f38cb7e5daaf79254007c
QCP,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Qualification_Campaign_and_Evidence_Procedures.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,3. Observe network paths and boundary enforcement,38,docs/assurance/qualification-campaign/3-observe-network-paths-and-boundary-enforcement.md,910b84a7b1772f27a456df31a09a96878a72e0f66c8f38cb7e5daaf79254007c
QCP,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Qualification_Campaign_and_Evidence_Procedures.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"4. Observe identity, storage and protocol completeness",47,docs/assurance/qualification-campaign/4-observe-identity-storage-and-protocol-completeness.md,910b84a7b1772f27a456df31a09a96878a72e0f66c8f38cb7e5daaf79254007c
QCP,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Qualification_Campaign_and_Evidence_Procedures.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"5. Separate safe failure, service continuity and recovery",56,docs/assurance/qualification-campaign/5-separate-safe-failure-service-continuity-and-recovery.md,910b84a7b1772f27a456df31a09a96878a72e0f66c8f38cb7e5daaf79254007c
QCP,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Qualification_Campaign_and_Evidence_Procedures.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,6. Build an evidence packet a reviewer can challenge,65,docs/assurance/qualification-campaign/6-build-an-evidence-packet-a-reviewer-can-challenge.md,910b84a7b1772f27a456df31a09a96878a72e0f66c8f38cb7e5daaf79254007c
QCP,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Qualification_Campaign_and_Evidence_Procedures.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,7. Compare vendor realizations without assuming migration,75,docs/assurance/qualification-campaign/7-compare-vendor-realizations-without-assuming-migration.md,910b84a7b1772f27a456df31a09a96878a72e0f66c8f38cb7e5daaf79254007c
QCP,reference/Portable_Hosting_Delivery_Kits_v1_1/03_Implementation/Qualification_Campaign_and_Evidence_Procedures.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,8. Close defects and issue a scoped campaign disposition,85,docs/assurance/qualification-campaign/8-close-defects-and-issue-a-scoped-campaign-disposition.md,910b84a7b1772f27a456df31a09a96878a72e0f66c8f38cb7e5daaf79254007c
WDE,reference/Portable_Hosting_Delivery_Kits_v1_1/04_Shared/Worked_Delivery_Example.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,1. Trace one decision into engineering and evidence,16,docs/solutions/worked-delivery/1-trace-one-decision-into-engineering-and-evidence.md,ae4ea65ea564fe848f214f5154ca4b67726eb6628d07a4b4f7714210e49ccd0d
WDE,reference/Portable_Hosting_Delivery_Kits_v1_1/04_Shared/Worked_Delivery_Example.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,2. Resource and boundary schedule,23,docs/solutions/worked-delivery/2-resource-and-boundary-schedule.md,ae4ea65ea564fe848f214f5154ca4b67726eb6628d07a4b4f7714210e49ccd0d
WDE,reference/Portable_Hosting_Delivery_Kits_v1_1/04_Shared/Worked_Delivery_Example.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"3. Forward route, return route and service permission",33,docs/solutions/worked-delivery/3-forward-route-return-route-and-service-permission.md,ae4ea65ea564fe848f214f5154ca4b67726eb6628d07a4b4f7714210e49ccd0d
WDE,reference/Portable_Hosting_Delivery_Kits_v1_1/04_Shared/Worked_Delivery_Example.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,4. Native realization and provisioning ownership,41,docs/solutions/worked-delivery/4-native-realization-and-provisioning-ownership.md,ae4ea65ea564fe848f214f5154ca4b67726eb6628d07a4b4f7714210e49ccd0d
WDE,reference/Portable_Hosting_Delivery_Kits_v1_1/04_Shared/Worked_Delivery_Example.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"5. Commission, qualify, prepare and activate",49,docs/solutions/worked-delivery/5-commission-qualify-prepare-and-activate.md,ae4ea65ea564fe848f214f5154ca4b67726eb6628d07a4b4f7714210e49ccd0d
WDE,reference/Portable_Hosting_Delivery_Kits_v1_1/04_Shared/Worked_Delivery_Example.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,6. Capacity and test-resource accounting,56,docs/solutions/worked-delivery/6-capacity-and-test-resource-accounting.md,ae4ea65ea564fe848f214f5154ca4b67726eb6628d07a4b4f7714210e49ccd0d
WDE,reference/Portable_Hosting_Delivery_Kits_v1_1/04_Shared/Worked_Delivery_Example.docx,Delivery-kit v1.1 collection; original document version retained in the front matter,False,"7. Observe, recover and retire without invented results",65,docs/solutions/worked-delivery/7-observe-recover-and-retire-without-invented-results.md,ae4ea65ea564fe848f214f5154ca4b67726eb6628d07a4b4f7714210e49ccd0d
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"1. Purpose, scope and architectural authority",61,docs/architecture/reference/1-purpose-scope-and-architectural-authority.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,2. Design drivers and selected reference pattern,74,docs/architecture/reference/2-design-drivers-and-selected-reference-pattern.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,3. System context and physical hosting topology,84,docs/architecture/reference/3-system-context-and-physical-hosting-topology.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"4. Hosting cells, resource pools and failure boundaries",93,docs/architecture/reference/4-hosting-cells-resource-pools-and-failure-boundaries.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,5. Physical fabric and platform attachment,103,docs/architecture/reference/5-physical-fabric-and-platform-attachment.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"6. Management, platform control and out-of-band access",117,docs/architecture/reference/6-management-platform-control-and-out-of-band-access.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,7. Tenant environments and security-domain placement,128,docs/architecture/reference/7-tenant-environments-and-security-domain-placement.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"8. Zone interfaces, routing and security-edge topology",140,docs/architecture/reference/8-zone-interfaces-routing-and-security-edge-topology.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"9. Shared services, ingress and controlled egress",154,docs/architecture/reference/9-shared-services-ingress-and-controlled-egress.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"10. Addressing, name services and end-to-end traffic",166,docs/architecture/reference/10-addressing-name-services-and-end-to-end-traffic.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"11. Compute pools, hypervisors and workload placement",176,docs/architecture/reference/11-compute-pools-hypervisors-and-workload-placement.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"12. Storage, backup and data-isolation architecture",186,docs/architecture/reference/12-storage-backup-and-data-isolation-architecture.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"13. Identity, cryptography and service trust",198,docs/architecture/reference/13-identity-cryptography-and-service-trust.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"14. Availability, multi-site operation and recovery topology",209,docs/architecture/reference/14-availability-multi-site-operation-and-recovery-topology.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,15. Cross-vendor realization model,219,docs/architecture/reference/15-cross-vendor-realization-model.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,16. Nutanix hosting-stack reference realization,231,docs/architecture/reference/16-nutanix-hosting-stack-reference-realization.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,17. VMware and NSX hosting-stack reference realization,248,docs/architecture/reference/17-vmware-and-nsx-hosting-stack-reference-realization.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,18. OpenStack hosting-stack reference realization,265,docs/architecture/reference/18-openstack-hosting-stack-reference-realization.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,19. Physical workloads and future platform extensions,282,docs/architecture/reference/19-physical-workloads-and-future-platform-extensions.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,20. Provisioning model and infrastructure work packages,290,docs/architecture/reference/20-provisioning-model-and-infrastructure-work-packages.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,21. Day-0 bootstrap and physical commissioning,302,docs/architecture/reference/21-day-0-bootstrap-and-physical-commissioning.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,22. Vendor-platform and shared-service commissioning,312,docs/architecture/reference/22-vendor-platform-and-shared-service-commissioning.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"23. Tenant, domain and workload provisioning sequence",323,docs/architecture/reference/23-tenant-domain-and-workload-provisioning-sequence.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,24. Terraform across the vendor stacks,334,docs/architecture/reference/24-terraform-across-the-vendor-stacks.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"25. Change, brownfield adoption and configuration ownership",352,docs/architecture/reference/25-change-brownfield-adoption-and-configuration-ownership.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"26. Operating model, capacity and observability",364,docs/architecture/reference/26-operating-model-capacity-and-observability.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,"27. Recovery, migration and retirement",374,docs/architecture/reference/27-recovery-migration-and-retirement.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,28. Architecture acceptance and verification,388,docs/architecture/reference/28-architecture-acceptance-and-verification.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,29. Architecture decisions and alternatives,402,docs/architecture/reference/29-architecture-decisions-and-alternatives.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,30. Implementation handoff and delivery sequence,408,docs/architecture/reference/30-implementation-handoff-and-delivery-sequence.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,Appendix A — Revision scope and baseline traceability,419,docs/architecture/reference/31-appendix-a-revision-scope-and-baseline-traceability.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,Appendix B — Infrastructure interface schedule,435,docs/architecture/reference/32-appendix-b-infrastructure-interface-schedule.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,Appendix C — Architecture terminology,440,docs/architecture/reference/33-appendix-c-architecture-terminology.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,Appendix D — Sources and review status,443,docs/architecture/reference/34-appendix-d-sources-and-review-status.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,Appendix E — Linked engineering knowledge and decision map,589,docs/architecture/reference/35-appendix-e-linked-engineering-knowledge-and-decision-map.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
RA,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/00_Reference_Architecture_v1_4.docx,Draft v1.4,False,v1.4 — Connected infrastructure design and acceptance,596,docs/architecture/reference/36-v1-4-connected-infrastructure-design-and-acceptance.md,e50894d7f7b87cef50a283399b85925c8a96c5b9cd0428ce71ca0143d9be8d19
GM,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/01_Gap_Map_and_Decision_Register_v1_4.docx,Draft v1.4,False,"1. Document family, scope and precedence",22,docs/assurance/gap-map/1-document-family-scope-and-precedence.md,26dbaac8c13797b58ca5d057f76df8b3da63ec3f4b336036f18f5c6902512207
GM,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/01_Gap_Map_and_Decision_Register_v1_4.docx,Draft v1.4,False,2. Primary knowledge homes and cross-cutting changes,31,docs/assurance/gap-map/2-primary-knowledge-homes-and-cross-cutting-changes.md,26dbaac8c13797b58ca5d057f76df8b3da63ec3f4b336036f18f5c6902512207
GM,reference/Portable_Hosting_Delivery_Kits_v1_1/05_Reference_v1_4/01_Gap_Map_and_Decision_Register_v1_4.docx,Draft v1.4,False,3. Detailed gap register and treatment,40,docs/assurance/gap-map/3-detailed-gap-register-and-treatment.md,26dbaac8c13797b58ca5d057f76df8b3da63ec3f4b336036f18f5c6902512207
