assertion_id,requirement_id,source_requirement,assertion_focus,focus_semantics,source_sections,responsible_role,enforcement_location,implementation_disposition,artifacts,required_configuration,verification_procedures,verification_method,evidence_level,observed_native_evidence,remaining_dependency,applicability,allocation_status
WSD-002/A01,WSD-002,The WSD SHALL contain security and connectivity intent; it SHALL NOT contain vendor-specific infrastructure identifiers in the consumer contract.,The WSD SHALL contain security and connectivity intent,Exact source span under the complete requirement; not a replacement normative statement,RA §7,Automation platform,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: The WSD SHALL contain security and connectivity intent,CT-016; CT-017,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
WSD-002/A02,WSD-002,The WSD SHALL contain security and connectivity intent; it SHALL NOT contain vendor-specific infrastructure identifiers in the consumer contract.,it SHALL NOT contain vendor-specific infrastructure identifiers in the consumer contract.,Exact source span under the complete requirement; not a replacement normative statement,RA §7,Automation platform,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: it SHALL NOT contain vendor-specific infrastructure identifiers in the consumer contract.,CT-016; CT-017,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
WSD-003/A01,WSD-003,"A WSD SHALL declare compute, storage, identity, backup, recovery, exposure and evidence dependencies in addition to network intent; unresolved mandatory dependencies SHALL block Service Ready.","A WSD SHALL declare compute, storage, identity, backup, recovery, exposure and evidence dependencies in addition to network intent",Exact source span under the complete requirement; not a replacement normative statement,RA §7,Service owner,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,"Site engineering must name the actual native object/role/service and its accepted settings for: A WSD SHALL declare compute, storage, identity, backup, recovery, exposure and evidence dependencies in addition to network intent",CT-062; CT-069,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
WSD-003/A02,WSD-003,"A WSD SHALL declare compute, storage, identity, backup, recovery, exposure and evidence dependencies in addition to network intent; unresolved mandatory dependencies SHALL block Service Ready.",unresolved mandatory dependencies SHALL block Service Ready.,Exact source span under the complete requirement; not a replacement normative statement,RA §7,Service owner,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: unresolved mandatory dependencies SHALL block Service Ready.,CT-062; CT-069,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
SDI-001/A01,SDI-001,A Security Domain Instance SHALL contain only networks authorized to share its routing/security authority.,A Security Domain Instance SHALL contain only networks authorized to share its routing/security authority.,Exact source span under the complete requirement; not a replacement normative statement,RA §7,Security authority,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: A Security Domain Instance SHALL contain only networks authorized to share its routing/security authority.,CT-025; CT-035,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
SDI-002/A01,SDI-002,Sharing a zone class SHALL NOT imply reachability between independent Security Domain Instances.,Sharing a zone class SHALL NOT imply reachability between independent Security Domain Instances.,Exact source span under the complete requirement; not a replacement normative statement,RA §7,Platform engineering,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: Sharing a zone class SHALL NOT imply reachability between independent Security Domain Instances.,CT-001; CT-002; CT-021,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
SDI-003/A01,SDI-003,Dedicated Security Domain Instances SHOULD be available for workloads whose assurance profile or threat model requires stronger isolation than shared logical segmentation.,Dedicated Security Domain Instances SHOULD be available for workloads whose assurance profile or threat model requires stronger isolation than shared logical segmentation.,Exact source span under the complete requirement; not a replacement normative statement,RA §7,Platform engineering,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: Dedicated Security Domain Instances SHOULD be available for workloads whose assurance profile or threat model requires stronger isolation than shared logical segmentation.,CT-018; CT-035,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
SDI-004/A01,SDI-004,Each Security Domain Instance SHALL reference a logical domain and a qualified site/platform realization; membership and sharing changes SHALL be assessed as security-significant changes.,Each Security Domain Instance SHALL reference a logical domain and a qualified site/platform realization,Exact source span under the complete requirement; not a replacement normative statement,RA §7,Security authority,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: Each Security Domain Instance SHALL reference a logical domain and a qualified site/platform realization,CT-025; CT-035; CT-048,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
SDI-004/A02,SDI-004,Each Security Domain Instance SHALL reference a logical domain and a qualified site/platform realization; membership and sharing changes SHALL be assessed as security-significant changes.,membership and sharing changes SHALL be assessed as security-significant changes.,Exact source span under the complete requirement; not a replacement normative statement,RA §7,Security authority,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: membership and sharing changes SHALL be assessed as security-significant changes.,CT-025; CT-035; CT-048,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZONE-001/A01,ZONE-001,"Internal instance zoneClass SHALL be limited to PAZ, OZ, RZ, HRZ or provider-controlled MZ; external PZ/REZ relationships SHALL use ExternalDomain with explicit authority and trust metadata.","Internal instance zoneClass SHALL be limited to PAZ, OZ, RZ, HRZ or provider-controlled MZ",Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,"Site engineering must name the actual native object/role/service and its accepted settings for: Internal instance zoneClass SHALL be limited to PAZ, OZ, RZ, HRZ or provider-controlled MZ",CT-017; CT-025; CT-076,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZONE-001/A02,ZONE-001,"Internal instance zoneClass SHALL be limited to PAZ, OZ, RZ, HRZ or provider-controlled MZ; external PZ/REZ relationships SHALL use ExternalDomain with explicit authority and trust metadata.",external PZ/REZ relationships SHALL use ExternalDomain with explicit authority and trust metadata.,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: external PZ/REZ relationships SHALL use ExternalDomain with explicit authority and trust metadata.,CT-017; CT-025; CT-076,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZONE-002/A01,ZONE-002,Every requested adjacency SHALL be evaluated against the versioned zone policy before allocation; being permitted to create a ZIP SHALL NOT grant any traffic by default.,Every requested adjacency SHALL be evaluated against the versioned zone policy before allocation,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Automation platform,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: Every requested adjacency SHALL be evaluated against the versioned zone policy before allocation,CT-025; CT-066,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZONE-002/A02,ZONE-002,Every requested adjacency SHALL be evaluated against the versioned zone policy before allocation; being permitted to create a ZIP SHALL NOT grant any traffic by default.,being permitted to create a ZIP SHALL NOT grant any traffic by default.,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Automation platform,Accepted service/profile and topology records; native domain/identity boundaries implement selected constraints,PARTIAL_DESIGN_AND_CANDIDATE,docs/architecture/RAD.md; docs/engineering/TAD.md; tools/input_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: being permitted to create a ZIP SHALL NOT grant any traffic by default.,CT-025; CT-066,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"No complete authoritative service/profile registry, tenant role enforcement or actual placement/edge evidence is supplied. Input screening covers only its enumerated examples and cannot accept the complete service.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-001/A01,ZIP-001,All inter-zone network paths SHALL traverse the applicable ZIP/security edge.,All inter-zone network paths SHALL traverse the applicable ZIP/security edge.,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security-edge operations,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: All inter-zone network paths SHALL traverse the applicable ZIP/security edge.,CT-003; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-002/A01,ZIP-002,"A ZIP SHALL identify exactly two authorized adjacent endpoints, each an internal domain instance or approved external/management domain, and SHALL NOT create a general-purpose third-zone transit path.","A ZIP SHALL identify exactly two authorized adjacent endpoints, each an internal domain instance or approved external/management domain, and SHALL NOT create a general-purpose third-zone transit path.",Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,"Site engineering must name the actual native object/role/service and its accepted settings for: A ZIP SHALL identify exactly two authorized adjacent endpoints, each an internal domain instance or approved external/management domain, and SHALL NOT create a general-purpose third-zone transit path.",CT-023; CT-025,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-003/A01,ZIP-003,Default inter-zone policy SHALL be deny; allowed flows SHALL be generated from approved Flow Intentions and Service Bindings.,Default inter-zone policy SHALL be deny,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security-edge operations,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: Default inter-zone policy SHALL be deny,CT-007; CT-025; CT-066,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-003/A02,ZIP-003,Default inter-zone policy SHALL be deny; allowed flows SHALL be generated from approved Flow Intentions and Service Bindings.,allowed flows SHALL be generated from approved Flow Intentions and Service Bindings.,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security-edge operations,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: allowed flows SHALL be generated from approved Flow Intentions and Service Bindings.,CT-007; CT-025; CT-066,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-004/A01,ZIP-004,ZIP management traffic SHALL be segregated from operational traffic.,ZIP management traffic SHALL be segregated from operational traffic.,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security-edge operations,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: ZIP management traffic SHALL be segregated from operational traffic.,CT-004; CT-026,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-005/A01,ZIP-005,Data-path ZIPs and management-path ZIPs SHALL be governed and deployed as distinct security services; shared virtualization SHALL only be used where the applicable assurance analysis supports it.,Data-path ZIPs and management-path ZIPs SHALL be governed and deployed as distinct security services,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: Data-path ZIPs and management-path ZIPs SHALL be governed and deployed as distinct security services,CT-026; CT-035; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-005/A02,ZIP-005,Data-path ZIPs and management-path ZIPs SHALL be governed and deployed as distinct security services; shared virtualization SHALL only be used where the applicable assurance analysis supports it.,shared virtualization SHALL only be used where the applicable assurance analysis supports it.,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: shared virtualization SHALL only be used where the applicable assurance analysis supports it.,CT-026; CT-035; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-006/A01,ZIP-006,"Each ZIP SHALL record its two zone authorities, joint approval, required security functions, management authority, heightened posture, session-revocation behavior and current evidence.",two zone authorities,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: two zone authorities,CT-067; CT-077; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-006/A02,ZIP-006,"Each ZIP SHALL record its two zone authorities, joint approval, required security functions, management authority, heightened posture, session-revocation behavior and current evidence.",joint approval,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: joint approval,CT-067; CT-077; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-006/A03,ZIP-006,"Each ZIP SHALL record its two zone authorities, joint approval, required security functions, management authority, heightened posture, session-revocation behavior and current evidence.",required security functions,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: required security functions,CT-067; CT-077; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
ZIP-006/A04,ZIP-006,"Each ZIP SHALL record its two zone authorities, joint approval, required security functions, management authority, heightened posture, session-revocation behavior and current evidence.",management authority,Exact source span under the complete requirement; not a replacement normative statement,RA §8,Security authority,"Actual two-sided boundary forwarding, stateful policy, inspection and management plane at EC/SE contexts",PARTIAL_CANDIDATE_NATIVE_SOURCE,terraform/modules/nsx-gateway-quarantine/main.tf.json; tools/route_record_review.py,Site engineering must name the actual native object/role/service and its accepted settings for: management authority,CT-067; CT-077; CT-080,Apply the referenced procedure to the actual enforcement location and this focus; include effective negative/failure observations where the original criterion requires them.,SOURCE_AND_LOCAL_FIXTURE_ONLY_OR_NOT_IMPLEMENTED; NOT_NATIVE_QUALIFIED,,"Only candidate scoped NSX gateway DROP and route checks exist. A selected firewall/ZIP, required inspection, isolated native attachments, tenant administration and HA capacity remain unimplemented or unqualified.",TO_BE_DECIDED_FOR_ACTUAL_SERVICE; NOT_AUTO_NA,PROPOSED_ENGINEERING_ALLOCATION_NOT_CONTROL_SATISFACTION
